Shipment_ID,Origin,Destination,Transport_Mode,Cargo_Type,Weight_KG,Volume_CBM,Distance_KM,Container_Type,Fuel_Price,Season,Carrier,Transit_Days,Actual_Freight_Price_INR
SHP02522H,Hyderabad,Colombo,Sea,Textiles,2522.0,8.06,8150.0,20FT,101.56,Normal,Carrier_C,18.0,74170.0
SHP02523K,Kolkata,Los Angeles,Sea,Chemicals,2523.0,3.83,8938.0,AIR_CARGO,106.63,Normal,Carrier_E,17.0,86374.0
SHP02524H,Hyderabad,Shanghai,Sea,Chemicals,2524.0,8.99,5896.0,40FT,94.16,Peak,Carrier_A,10.0,72972.0
SHP02525B,Bengaluru,Hamburg,Air,Textiles,2525.0,1.81,7917.0,40FT,100.98,Normal,Carrier_E,17.0,238319.0
SHP02526A,Mumbai,New York,Sea,General Merchandise,2526.0,5.73,2921.0,AIR_CARGO,96.41,Normal,Carrier_D,7.0,49238.0
SHP02527C,Chennai,Jebel Ali,Sea,Electronics,2527.0,17.64,10391.0,AIR_CARGO,77.36,Peak,Carrier_D,19.0,90322.0
SHP02528B,Bengaluru,Hamburg,Road,Automotive Parts,2528.0,8.2,10458.0,40FT,91.92,Peak,Carrier_D,23.0,151182.0
SHP02529M,Mumbai,London,Sea,Textiles,2529.0,5.43,4184.0,40FT,75.39,Off_Peak,Carrier_E,14.0,32566.0
SHP02530D,Delhi,New York,Road,Furniture,2530.0,2.76,6799.0,20FT,101.48,Normal,Carrier_D,13.0,98528.0
SHP02531H,Hyderabad,Singapore,Air,Automotive Parts,2531.0,12.4,7477.0,40FT_HC,95.33,Normal,Carrier_D,16.0,259772.0
SHP02532K,Kolkata,Hamburg,Air,Machinery,2532.0,0.5,5933.0,20FT,80.07,Off_Peak,Carrier_E,12.0,127880.0
SHP02533C,Chennai,New York,Sea,Chemicals,2533.0,14.88,10978.0,LCL,96.69,Normal,Carrier_D,27.0,89698.0
SHP02534K,Kolkata,Singapore,Sea,Chemicals,2534.0,3.33,9007.0,LCL,110.94,Peak,Carrier_A,19.0,102700.0
SHP02535K,Kolkata,Hamburg,Air,Textiles,2535.0,2.85,8234.0,40FT_HC,88.62,Normal,Carrier_B,19.0,211300.0
SHP02536K,Kolkata,Rotterdam,Sea,Textiles,2536.0,10.31,6481.0,AIR_CARGO,114.29,Peak,Carrier_A,16.0,386679.0
SHP02537H,Hyderabad,Jebel Ali,Air,Furniture,2537.0,11.08,1476.0,LCL,113.38,Peak,Carrier_D,5.0,202949.0
SHP02538C,Chennai,Rotterdam,Sea,Machinery,2538.0,0.5,1740.0,AIR_CARGO,106.41,Off_Peak,Carrier_D,5.0,40576.0
SHP02539C,Chennai,London,Air,General Merchandise,2539.0,2.88,3939.0,AIR_CARGO,107.55,Normal,Carrier_D,12.0,192412.0
SHP02540A,Mumbai,New York,Air,Textiles,2540.0,14.18,2933.0,20FT,91.42,Normal,Carrier_D,9.0,176017.0
SHP02541K,Kolkata,Singapore,Air,Chemicals,2541.0,9.99,11454.0,AIR_CARGO,91.1,Normal,Carrier_E,21.0,289052.0
SHP02542A,Mumbai,Los Angeles,Sea,Automotive Parts,2542.0,0.5,5213.0,40FT_HC,113.18,Normal,Carrier_B,10.0,230397.0
SHP02543A,Mumbai,Hamburg,Air,Electronics,2543.0,8.35,10581.0,20FT,89.65,Normal,Carrier_E,20.0,261666.0
SHP02544D,Delhi,Los Angeles,Sea,Pharmaceuticals,2544.0,11.39,9908.0,40FT_HC,78.87,Peak,Carrier_E,22.0,78492.0
SHP02545H,Hyderabad,Hamburg,Sea,Automotive Parts,2545.0,0.5,9845.0,AIR_CARGO,81.11,Normal,Carrier_D,23.0,66381.0
SHP02546H,Hyderabad,London,Sea,General Merchandise,2546.0,2.26,2981.0,LCL,103.42,Normal,Carrier_A,12.0,47634.0
SHP02547B,Bengaluru,Los Angeles,Sea,Electronics,2547.0,10.3,5644.0,AIR_CARGO,90.32,Normal,Carrier_A,11.0,52964.0
SHP02548P,Pune,Singapore,Sea,Automotive Parts,2548.0,4.65,4156.0,40FT_HC,82.97,Normal,Carrier_C,10.0,39637.0
SHP02549A,Mumbai,Dubai,Sea,Automotive Parts,2549.0,9.89,11660.0,40FT,107.55,Peak,Carrier_B,22.0,126245.0
SHP02550H,Hyderabad,Rotterdam,Sea,Machinery,2550.0,2.22,10583.0,40FT,94.55,Normal,Carrier_C,21.0,86617.0
SHP02551K,Kolkata,Singapore,Sea,Pharmaceuticals,2551.0,4.21,3374.0,LCL,97.71,Normal,Carrier_E,10.0,53800.0
SHP02552P,Pune,Colombo,Sea,Furniture,2552.0,14.14,4105.0,40FT_HC,81.16,Normal,Carrier_C,9.0,45657.0
SHP02553M,Mumbai,Shanghai,Air,General Merchandise,2553.0,0.5,6582.0,LCL,82.71,Off_Peak,Carrier_C,17.0,134849.0
SHP02554K,Kolkata,London,Road,Chemicals,2554.0,1.27,3704.0,20FT,80.03,Normal,Carrier_C,8.0,38498.0
SHP02555C,Chennai,Jebel Ali,Sea,Machinery,2555.0,5.62,9982.0,AIR_CARGO,95.58,Off_Peak,Carrier_B,22.0,71319.0
SHP02556H,Hyderabad,Hamburg,Road,Electronics,2556.0,17.45,9921.0,20FT,106.03,Normal,Carrier_A,19.0,150587.0
SHP02557P,Pune,Singapore,Sea,Pharmaceuticals,2557.0,1.67,8830.0,40FT,104.29,Off_Peak,Carrier_A,14.0,81248.0
SHP02558H,Hyderabad,Los Angeles,Sea,Chemicals,2558.0,6.22,8427.0,AIR_CARGO,85.45,Normal,Carrier_C,15.0,59523.0
SHP02559B,Bengaluru,Shanghai,Sea,Machinery,2559.0,2.38,6794.0,20FT,109.06,Normal,Carrier_B,15.0,77003.0
SHP02560A,Mumbai,Dubai,Sea,Pharmaceuticals,2560.0,1.9,4492.0,40FT,79.23,Off_Peak,Carrier_A,14.0,37466.0
SHP02561M,Mumbai,Colombo,Air,Furniture,2561.0,3.65,10125.0,20FT,79.56,Normal,Carrier_D,19.0,224348.0
SHP02562H,Hyderabad,Los Angeles,Sea,General Merchandise,2562.0,0.5,10377.0,AIR_CARGO,108.97,Off_Peak,Carrier_A,21.0,301149.0
SHP02563B,Bengaluru,Rotterdam,Sea,Textiles,2563.0,0.5,1069.0,20FT,84.78,Normal,Carrier_A,5.0,32808.0
SHP02564B,Bengaluru,Dubai,Sea,Furniture,2564.0,2.8,5084.0,AIR_CARGO,103.32,Normal,Carrier_B,10.0,66807.0
SHP02565M,Mumbai,Shanghai,Sea,Textiles,2565.0,10.16,806.0,20FT,75.36,Normal,Carrier_B,2.0,23766.0
SHP02566K,Kolkata,New York,Sea,Electronics,2566.0,3.86,10154.0,LCL,78.74,Peak,Carrier_A,21.0,67970.0
SHP02567K,Kolkata,New York,Sea,Textiles,2567.0,19.37,2537.0,20FT,99.37,Normal,Carrier_D,6.0,54566.0
SHP02568K,Kolkata,Shanghai,Sea,Machinery,2568.0,0.5,8249.0,20FT,82.3,Off_Peak,Carrier_D,13.0,58097.0
SHP02569D,Delhi,New York,Air,Electronics,2569.0,1.9,4610.0,LCL,76.13,Normal,Carrier_C,9.0,96807.0
SHP02570A,Mumbai,London,Road,Chemicals,2570.0,11.66,9885.0,40FT,93.68,Normal,Carrier_C,21.0,123189.0
SHP02571P,Pune,Singapore,Sea,Furniture,2571.0,3.04,6361.0,AIR_CARGO,88.22,Normal,Carrier_A,15.0,57071.0
SHP02572A,Mumbai,Hamburg,Road,Furniture,2572.0,6.3,4231.0,40FT_HC,107.09,Normal,Carrier_A,12.0,92319.0
SHP02573K,Kolkata,Singapore,Sea,General Merchandise,2573.0,25.54,4225.0,40FT,107.75,Peak,Carrier_A,12.0,90834.0
SHP02574M,Mumbai,Colombo,Sea,Electronics,2574.0,4.56,4260.0,AIR_CARGO,99.58,Normal,Carrier_D,8.0,59693.0
SHP02575D,Delhi,Singapore,Sea,Chemicals,2575.0,7.62,9569.0,20FT,86.72,Peak,Carrier_E,18.0,83646.0
SHP02576A,Mumbai,Singapore,Sea,Furniture,2576.0,17.09,8678.0,40FT,93.47,Normal,Carrier_C,16.0,81656.0
SHP02577K,Kolkata,Rotterdam,Sea,Electronics,2577.0,5.93,4171.0,20FT,103.09,Normal,Carrier_C,9.0,67605.0
SHP02578D,Delhi,Hamburg,Sea,Automotive Parts,2578.0,15.16,6137.0,40FT,77.77,Normal,Carrier_E,12.0,54870.0
SHP02579P,Pune,Singapore,Sea,Automotive Parts,2579.0,5.08,1376.0,40FT,88.3,Peak,Carrier_A,4.0,38756.0
SHP02580M,Mumbai,Hamburg,Sea,Electronics,2580.0,4.37,10016.0,40FT_HC,107.89,Normal,Carrier_C,18.0,105352.0
SHP02581K,Kolkata,Jebel Ali,Sea,Furniture,2581.0,14.9,3558.0,LCL,91.24,Normal,Carrier_D,10.0,45139.0
SHP02582P,Pune,New York,Road,Pharmaceuticals,2582.0,14.24,10726.0,40FT,99.99,Normal,Carrier_E,20.0,143016.0
SHP02583C,Chennai,Los Angeles,Sea,Textiles,2583.0,1.55,7363.0,20FT,78.85,Normal,Carrier_D,13.0,58491.0
SHP02584P,Pune,Rotterdam,Sea,Automotive Parts,2584.0,7.02,7030.0,40FT_HC,106.08,Normal,Carrier_A,16.0,83941.0
SHP02585H,Hyderabad,New York,Sea,Pharmaceuticals,2585.0,5.56,2371.0,40FT,79.02,Off_Peak,Carrier_C,8.0,29436.0
SHP02586M,Mumbai,Hamburg,Sea,Pharmaceuticals,2586.0,3.86,1300.0,LCL,109.46,Normal,Carrier_D,4.0,45762.0
SHP02587P,Pune,New York,Sea,General Merchandise,2587.0,5.68,6855.0,20FT,79.26,Normal,Carrier_E,16.0,51135.0
SHP02588P,Pune,Singapore,Air,Chemicals,2588.0,2.53,5882.0,40FT_HC,110.64,Normal,Carrier_A,14.0,245558.0
SHP02589B,Bengaluru,Los Angeles,Sea,Machinery,2589.0,3.84,1876.0,AIR_CARGO,89.55,Normal,Carrier_C,9.0,38992.0
SHP02590B,Bengaluru,Singapore,Air,Automotive Parts,2590.0,11.81,10109.0,LCL,99.98,Normal,Carrier_C,22.0,283918.0
SHP02591P,Pune,Colombo,Air,Electronics,2591.0,4.68,5298.0,AIR_CARGO,108.86,Normal,Carrier_A,15.0,215992.0
SHP02592P,Pune,Singapore,Air,Textiles,2592.0,1.92,3495.0,AIR_CARGO,75.41,Peak,Carrier_A,8.0,109792.0
SHP02593M,Mumbai,Los Angeles,Sea,Machinery,2593.0,1.56,9565.0,40FT_HC,85.63,Peak,Carrier_A,22.0,77725.0
SHP02594B,Bengaluru,Dubai,Sea,Chemicals,2594.0,1.64,11000.0,40FT_HC,111.33,Normal,Carrier_D,25.0,121564.0
SHP02595A,Mumbai,Jebel Ali,Sea,Pharmaceuticals,2595.0,8.74,4019.0,40FT_HC,90.53,Normal,Carrier_B,9.0,56266.0
SHP02596M,Mumbai,Hamburg,Air,Chemicals,2596.0,4.96,9423.0,AIR_CARGO,103.26,Normal,Carrier_C,18.0,298646.0
SHP02597C,Chennai,Jebel Ali,Sea,Furniture,2597.0,6.83,8004.0,20FT,80.6,Peak,Carrier_D,16.0,78446.0
SHP02598M,Mumbai,Colombo,Sea,Automotive Parts,2598.0,0.5,11882.0,40FT_HC,102.13,Peak,Carrier_E,24.0,116659.0
SHP02599K,Kolkata,Jebel Ali,Sea,Chemicals,2599.0,16.69,2846.0,LCL,77.93,Normal,Carrier_C,5.0,34650.0
SHP02600K,Kolkata,New York,Sea,Chemicals,2600.0,8.96,11548.0,40FT_HC,103.69,Normal,Carrier_B,22.0,110481.0
SHP02601D,Delhi,Shanghai,Sea,Textiles,2601.0,17.54,4126.0,40FT_HC,87.95,Normal,Carrier_E,12.0,56054.0
SHP02602B,Bengaluru,Rotterdam,Sea,Furniture,2602.0,5.04,5237.0,40FT_HC,93.63,Normal,Carrier_C,13.0,59241.0
SHP02603P,Pune,Los Angeles,Sea,Furniture,2603.0,3.87,4626.0,AIR_CARGO,81.65,Off_Peak,Carrier_B,6.0,119650.0
SHP02604H,Hyderabad,Rotterdam,Sea,Pharmaceuticals,2604.0,17.72,3587.0,20FT,100.11,Normal,Carrier_A,6.0,62483.0
SHP02605B,Bengaluru,Los Angeles,Sea,Textiles,2605.0,4.64,8472.0,40FT_HC,88.5,Normal,Carrier_B,22.0,70177.0
SHP02606A,Mumbai,Hamburg,Sea,Textiles,2606.0,10.38,7275.0,AIR_CARGO,90.34,Peak,Carrier_C,18.0,72693.0
SHP02607M,Mumbai,Jebel Ali,Sea,Electronics,2607.0,2.2,4015.0,LCL,101.09,Normal,Carrier_B,8.0,52818.0
SHP02608H,Hyderabad,Hamburg,Sea,Chemicals,2608.0,12.78,2020.0,20FT,82.15,Off_Peak,Carrier_C,3.0,30995.0
SHP02609H,Hyderabad,Singapore,Air,Chemicals,2609.0,2.84,4150.0,AIR_CARGO,109.08,Normal,Carrier_C,7.0,163227.0
SHP02610P,Pune,Singapore,Sea,Furniture,2610.0,5.86,4884.0,40FT,104.57,Normal,Carrier_B,12.0,63691.0
SHP02611P,Pune,Rotterdam,Sea,Chemicals,2611.0,0.5,4878.0,LCL,98.11,Normal,Carrier_B,15.0,171868.0
SHP02612B,Bengaluru,London,Sea,General Merchandise,2612.0,0.5,4608.0,LCL,80.13,Peak,Carrier_E,14.0,50554.0
SHP02613H,Hyderabad,London,Sea,Textiles,2613.0,13.97,1060.0,40FT,102.48,Normal,Carrier_E,1.0,47094.0
SHP02614H,Hyderabad,Shanghai,Air,Machinery,2614.0,0.5,5836.0,AIR_CARGO,75.72,Peak,Carrier_D,12.0,156663.0
SHP02615K,Kolkata,London,Sea,Furniture,2615.0,10.49,10116.0,AIR_CARGO,107.18,Normal,Carrier_C,19.0,93053.0
SHP02616C,Chennai,Colombo,Sea,Automotive Parts,2616.0,13.05,2574.0,LCL,87.15,Off_Peak,Carrier_E,7.0,34018.0
SHP02617P,Pune,New York,Sea,Furniture,2617.0,12.42,2175.0,AIR_CARGO,79.69,Off_Peak,Carrier_D,3.0,40013.0
SHP02618M,Mumbai,New York,Sea,Pharmaceuticals,2618.0,15.34,5926.0,40FT,81.58,Normal,Carrier_C,12.0,52414.0
SHP02619B,Bengaluru,Singapore,Air,Machinery,2619.0,16.08,4762.0,AIR_CARGO,113.53,Normal,Carrier_D,9.0,312344.0
SHP02620P,Pune,London,Sea,Pharmaceuticals,2620.0,5.62,6955.0,LCL,105.95,Normal,Carrier_E,16.0,79724.0
SHP02621K,Kolkata,Shanghai,Air,Electronics,2621.0,9.47,11391.0,AIR_CARGO,84.51,Normal,Carrier_D,22.0,285080.0
SHP02622A,Mumbai,Los Angeles,Sea,Electronics,2622.0,9.2,9250.0,20FT,113.54,Peak,Carrier_B,18.0,176361.0
SHP02623P,Pune,Singapore,Sea,Pharmaceuticals,2623.0,7.04,8401.0,40FT,80.6,Peak,Carrier_D,18.0,78375.0
SHP02624A,Mumbai,Hamburg,Road,Chemicals,2624.0,15.84,5283.0,40FT,104.34,Normal,Carrier_A,15.0,105077.0
SHP02625D,Delhi,London,Sea,Machinery,2625.0,3.71,3805.0,40FT_HC,101.27,Peak,Carrier_A,13.0,68972.0
SHP02626H,Hyderabad,Singapore,Road,Chemicals,2626.0,15.47,6713.0,AIR_CARGO,107.86,Off_Peak,Carrier_D,15.0,109602.0
SHP02627H,Hyderabad,London,Sea,Furniture,2627.0,10.27,10683.0,40FT,90.27,Normal,Carrier_A,21.0,81663.0
SHP02628B,Bengaluru,Colombo,Air,General Merchandise,2628.0,5.18,10583.0,AIR_CARGO,91.07,Normal,Carrier_D,24.0,287171.0
SHP02629C,Chennai,Shanghai,Sea,Electronics,2629.0,18.17,5623.0,20FT,99.98,Normal,Carrier_D,15.0,76994.0
SHP02630C,Chennai,Rotterdam,Sea,Electronics,2630.0,3.64,3332.0,LCL,90.93,Off_Peak,Carrier_D,10.0,41519.0
SHP02631B,Bengaluru,Dubai,Sea,Machinery,2631.0,16.05,3091.0,LCL,76.65,Off_Peak,Carrier_A,4.0,29079.0
SHP02632B,Bengaluru,Shanghai,Air,Electronics,2632.0,0.5,891.0,40FT_HC,104.19,Peak,Carrier_C,6.0,103389.0
SHP02633K,Kolkata,London,Sea,General Merchandise,2633.0,19.27,10191.0,40FT_HC,100.64,Normal,Carrier_D,21.0,108062.0
SHP02634A,Mumbai,Hamburg,Sea,General Merchandise,2634.0,3.69,3546.0,40FT,91.95,Normal,Carrier_D,7.0,46981.0
SHP02635B,Bengaluru,Hamburg,Air,General Merchandise,2635.0,3.42,4628.0,40FT,87.11,Normal,Carrier_B,9.0,146968.0
SHP02636A,Mumbai,Rotterdam,Sea,Automotive Parts,2636.0,0.5,9806.0,40FT,87.83,Normal,Carrier_B,21.0,239410.0
SHP02637P,Pune,Jebel Ali,Road,General Merchandise,2637.0,5.58,1880.0,20FT,104.64,Normal,Carrier_E,1.0,51008.0
SHP02638P,Pune,Hamburg,Air,General Merchandise,2638.0,1.09,5804.0,40FT_HC,104.17,Normal,Carrier_A,12.0,203154.0
SHP02639D,Delhi,Singapore,Road,Automotive Parts,2639.0,23.19,1907.0,40FT_HC,107.76,Normal,Carrier_C,4.0,83351.0
SHP02640A,Mumbai,Hamburg,Air,Chemicals,2640.0,8.86,5581.0,LCL,105.49,Peak,Carrier_D,11.0,266884.0
SHP02641K,Kolkata,Dubai,Sea,Furniture,2641.0,1.27,1042.0,40FT_HC,105.32,Peak,Carrier_D,3.0,59256.0
SHP02642P,Pune,Rotterdam,Sea,Textiles,2642.0,0.5,6453.0,40FT_HC,85.07,Peak,Carrier_A,11.0,68533.0
SHP02643H,Hyderabad,Singapore,Air,Electronics,2643.0,0.5,9651.0,20FT,79.06,Normal,Carrier_E,22.0,189234.0
SHP02644H,Hyderabad,London,Sea,General Merchandise,2644.0,12.23,8277.0,40FT,105.47,Peak,Carrier_E,13.0,109328.0
SHP02645P,Pune,Shanghai,Sea,Electronics,2645.0,12.35,6355.0,20FT,78.94,Normal,Carrier_B,14.0,51798.0
SHP02646P,Pune,Rotterdam,Sea,Machinery,2646.0,2.34,10031.0,AIR_CARGO,114.28,Normal,Carrier_A,19.0,110451.0
SHP02647P,Pune,Dubai,Road,Electronics,2647.0,29.21,3120.0,LCL,110.0,Off_Peak,Carrier_E,12.0,89970.0
SHP02648A,Mumbai,New York,Sea,Pharmaceuticals,2648.0,3.91,10054.0,LCL,96.34,Normal,Carrier_E,20.0,82172.0
SHP02649H,Hyderabad,Dubai,Sea,Chemicals,2649.0,14.44,3678.0,LCL,89.09,Off_Peak,Carrier_C,4.0,42366.0
SHP02650H,Hyderabad,Los Angeles,Sea,Furniture,2650.0,10.94,4669.0,40FT,96.07,Peak,Carrier_B,12.0,70577.0
SHP02651M,Mumbai,Los Angeles,Sea,Automotive Parts,2651.0,0.5,1977.0,40FT,104.37,Normal,Carrier_B,3.0,54756.0
SHP02652P,Pune,New York,Sea,Electronics,2652.0,9.56,1670.0,40FT,105.25,Peak,Carrier_B,7.0,56435.0
SHP02653D,Delhi,Colombo,Sea,Electronics,2653.0,0.76,11219.0,LCL,77.95,Normal,Carrier_E,24.0,56027.0
SHP02654P,Pune,Hamburg,Sea,Electronics,2654.0,0.5,2685.0,LCL,107.19,Normal,Carrier_D,10.0,49703.0
SHP02655K,Kolkata,Shanghai,Air,Textiles,2655.0,9.85,4333.0,LCL,100.66,Normal,Carrier_E,10.0,189015.0
SHP02656K,Kolkata,Jebel Ali,Sea,Textiles,2656.0,12.99,6585.0,AIR_CARGO,76.62,Normal,Carrier_E,16.0,55917.0
SHP02657H,Hyderabad,Jebel Ali,Air,Machinery,2657.0,2.44,4500.0,AIR_CARGO,87.53,Peak,Carrier_A,10.0,153528.0
SHP02658P,Pune,Shanghai,Road,Automotive Parts,2658.0,0.5,10507.0,LCL,95.43,Normal,Carrier_B,20.0,121654.0
SHP02659C,Chennai,Dubai,Sea,Electronics,2659.0,6.75,10858.0,40FT,82.54,Off_Peak,Carrier_B,24.0,67987.0
SHP02660K,Kolkata,New York,Air,Electronics,2660.0,6.09,4249.0,40FT,81.21,Peak,Carrier_C,7.0,138186.0
SHP02661P,Pune,New York,Sea,Electronics,2661.0,1.15,1558.0,AIR_CARGO,75.57,Off_Peak,Carrier_B,5.0,26848.0
SHP02662D,Delhi,London,Road,Electronics,2662.0,12.76,2917.0,AIR_CARGO,111.46,Peak,Carrier_E,6.0,102318.0
SHP02663B,Bengaluru,Rotterdam,Sea,Textiles,2663.0,8.95,5956.0,LCL,77.24,Normal,Carrier_A,15.0,50926.0
SHP02664P,Pune,Singapore,Air,Chemicals,2664.0,5.42,3818.0,LCL,89.64,Off_Peak,Carrier_C,7.0,110923.0
SHP02665D,Delhi,Los Angeles,Sea,Chemicals,2665.0,0.5,5715.0,40FT,83.23,Peak,Carrier_E,12.0,52561.0
SHP02666H,Hyderabad,Jebel Ali,Sea,Machinery,2666.0,0.5,9225.0,40FT_HC,104.64,Normal,Carrier_E,19.0,88977.0
SHP02667H,Hyderabad,Hamburg,Sea,Pharmaceuticals,2667.0,9.11,5337.0,40FT,103.29,Normal,Carrier_C,15.0,66505.0
SHP02668M,Mumbai,Singapore,Air,General Merchandise,2668.0,6.43,2765.0,40FT,107.25,Normal,Carrier_E,6.0,129580.0
SHP02669A,Mumbai,Dubai,Air,Automotive Parts,2669.0,7.35,4617.0,LCL,99.67,Normal,Carrier_E,10.0,194227.0
SHP02670K,Kolkata,London,Sea,Chemicals,2670.0,6.03,9044.0,40FT_HC,98.67,Normal,Carrier_A,16.0,83480.0
SHP02671A,Mumbai,Singapore,Sea,Pharmaceuticals,2671.0,1.77,5377.0,40FT_HC,91.28,Off_Peak,Carrier_A,10.0,60620.0
SHP02672P,Pune,London,Sea,Furniture,2672.0,7.44,3370.0,LCL,100.45,Peak,Carrier_A,9.0,54613.0
SHP02673A,Mumbai,Jebel Ali,Air,Furniture,2673.0,3.41,5415.0,20FT,79.61,Normal,Carrier_B,12.0,134694.0
SHP02674K,Kolkata,Jebel Ali,Sea,Electronics,2674.0,0.5,5730.0,LCL,102.38,Normal,Carrier_C,13.0,63589.0
SHP02675K,Kolkata,Hamburg,Road,Furniture,2675.0,10.08,3908.0,AIR_CARGO,79.16,Off_Peak,Carrier_A,13.0,50850.0
SHP02676P,Pune,New York,Sea,Chemicals,2676.0,0.5,11950.0,40FT_HC,109.47,Peak,Carrier_E,20.0,128349.0
SHP02677H,Hyderabad,Dubai,Sea,Machinery,2677.0,0.5,9328.0,LCL,95.23,Off_Peak,Carrier_B,24.0,71446.0
SHP02678K,Kolkata,Colombo,Sea,General Merchandise,2678.0,8.45,8463.0,40FT,96.21,Normal,Carrier_C,20.0,80371.0
SHP02679C,Chennai,Shanghai,Sea,Chemicals,2679.0,0.5,10331.0,40FT,98.39,Normal,Carrier_A,20.0,93050.0
SHP02680C,Chennai,Hamburg,Sea,Machinery,2680.0,1.13,8164.0,40FT,106.04,Normal,Carrier_A,18.0,93491.0
SHP02681B,Bengaluru,Jebel Ali,Sea,Furniture,2681.0,18.81,9596.0,LCL,94.14,Off_Peak,Carrier_C,18.0,79140.0
SHP02682K,Kolkata,Rotterdam,Sea,Textiles,2682.0,3.2,5244.0,20FT,92.1,Normal,Carrier_A,12.0,171093.0
SHP02683M,Mumbai,New York,Sea,General Merchandise,2683.0,1.0,6254.0,AIR_CARGO,86.53,Normal,Carrier_C,18.0,53893.0
SHP02684B,Bengaluru,Shanghai,Sea,Machinery,2684.0,15.97,1040.0,40FT,80.12,Normal,Carrier_C,3.0,32170.0
SHP02685H,Hyderabad,Rotterdam,Sea,Pharmaceuticals,2685.0,16.26,3727.0,LCL,82.61,Normal,Carrier_E,8.0,39983.0
SHP02686K,Kolkata,Hamburg,Sea,Chemicals,2686.0,1.22,4732.0,20FT,75.02,Peak,Carrier_C,9.0,39096.0
SHP02687C,Chennai,Singapore,Sea,Textiles,2687.0,13.78,7693.0,40FT_HC,109.78,Normal,Carrier_D,15.0,110254.0
SHP02688M,Mumbai,Colombo,Sea,Pharmaceuticals,2688.0,1.52,5838.0,40FT_HC,105.6,Normal,Carrier_A,12.0,72152.0
SHP02689P,Pune,London,Sea,Machinery,2689.0,6.55,7490.0,AIR_CARGO,83.75,Normal,Carrier_E,13.0,50544.0
SHP02690B,Bengaluru,Shanghai,Sea,Machinery,2690.0,7.97,8703.0,LCL,75.1,Normal,Carrier_B,17.0,52306.0
SHP02691M,Mumbai,Shanghai,Sea,Furniture,2691.0,22.79,991.0,LCL,94.68,Normal,Carrier_D,4.0,48532.0
SHP02692K,Kolkata,Hamburg,Sea,Pharmaceuticals,2692.0,0.94,3470.0,40FT,91.5,Normal,Carrier_C,8.0,44672.0
SHP02693D,Delhi,Shanghai,Sea,Chemicals,2693.0,22.28,2465.0,20FT,106.04,Normal,Carrier_B,2.0,70942.0
SHP02694M,Mumbai,London,Sea,General Merchandise,2694.0,10.41,2656.0,AIR_CARGO,91.12,Normal,Carrier_B,7.0,47278.0
SHP02695M,Mumbai,London,Road,Textiles,2695.0,9.46,6286.0,20FT,109.56,Normal,Carrier_B,13.0,110979.0
SHP02696H,Hyderabad,Rotterdam,Sea,Furniture,2696.0,2.51,9010.0,AIR_CARGO,78.83,Peak,Carrier_B,22.0,75491.0
SHP02697C,Chennai,Singapore,Air,Electronics,2697.0,4.61,3637.0,LCL,89.63,Off_Peak,Carrier_E,9.0,114450.0
SHP02698P,Pune,London,Sea,Automotive Parts,2698.0,6.2,9981.0,LCL,112.36,Normal,Carrier_E,22.0,107035.0
SHP02699K,Kolkata,Colombo,Air,General Merchandise,2699.0,11.1,10763.0,AIR_CARGO,75.47,Off_Peak,Carrier_B,21.0,195463.0
SHP02700M,Mumbai,Shanghai,Air,Furniture,2700.0,7.19,4531.0,20FT,90.63,Normal,Carrier_D,13.0,184319.0
SHP02701K,Kolkata,Rotterdam,Sea,Textiles,2701.0,1.74,8336.0,40FT_HC,85.39,Peak,Carrier_A,15.0,79853.0
SHP02702C,Chennai,Jebel Ali,Road,Pharmaceuticals,2702.0,6.49,1846.0,40FT_HC,96.27,Normal,Carrier_A,6.0,48038.0
SHP02703H,Hyderabad,Rotterdam,Sea,Machinery,2703.0,10.28,9056.0,40FT,86.15,Normal,Carrier_E,20.0,62615.0
SHP02704K,Kolkata,Colombo,Sea,Pharmaceuticals,2704.0,9.95,2398.0,40FT,109.8,Off_Peak,Carrier_D,8.0,50082.0
SHP02705A,Mumbai,New York,Air,Furniture,2705.0,0.5,8405.0,20FT,112.49,Peak,Carrier_D,22.0,352361.0
SHP02706C,Chennai,Rotterdam,Sea,Textiles,2706.0,12.91,5352.0,LCL,108.97,Peak,Carrier_C,11.0,249312.0
SHP02707C,Chennai,Jebel Ali,Sea,Pharmaceuticals,2707.0,14.46,11177.0,20FT,90.94,Peak,Carrier_E,25.0,107105.0
SHP02708P,Pune,London,Sea,Pharmaceuticals,2708.0,1.34,5841.0,AIR_CARGO,114.6,Normal,Carrier_D,15.0,86515.0
SHP02709B,Bengaluru,Los Angeles,Sea,Automotive Parts,2709.0,2.63,855.0,40FT_HC,104.4,Normal,Carrier_D,4.0,46836.0
SHP02710H,Hyderabad,Los Angeles,Sea,Chemicals,2710.0,3.65,6028.0,40FT,89.22,Normal,Carrier_A,17.0,67259.0
SHP02711H,Hyderabad,Los Angeles,Sea,Furniture,2711.0,8.07,9648.0,20FT,78.75,Normal,Carrier_D,19.0,203700.0
SHP02712P,Pune,New York,Sea,Automotive Parts,2712.0,9.29,7941.0,20FT,101.68,Peak,Carrier_D,16.0,99158.0
SHP02713A,Mumbai,Jebel Ali,Sea,Furniture,2713.0,11.26,11613.0,AIR_CARGO,104.14,Normal,Carrier_B,23.0,111124.0
